reactants	product	scaffold	split
CC(C)(CO)C(=O)O.CO	COC(=O)C(C)(C)CO	COC(=O)C(C)(C)CO	dev
O=C(O)C=Cc1ccc(F)c(F)c1.OCCc1ccccc1	O=C(C=Cc1ccc(F)c(F)c1)OCCc1ccccc1	O=C(C=Cc1ccccc1)OCCc1ccccc1	dev
CO.O=C(O)CCCc1ccc(C(=O)C=Cc2ccccc2)cc1	COC(=O)CCCc1ccc(C(=O)C=Cc2ccccc2)cc1	O=C(C=Cc1ccccc1)c1ccccc1	validation
C#CCO.CC(C)(Br)C(=O)O	C#CCOC(=O)C(C)(C)Br	C#CCOC(=O)C(C)(C)Br	validation
CCCC[C@H]1CC[C@H](C(=O)O)CC1.Oc1ccc(Br)cc1	CCCC[C@H]1CC[C@H](C(=O)Oc2ccc(Br)cc2)CC1	O=C(Oc1ccccc1)C1CCCCC1	validation
CO.O=C(O)CCCc1ccc(I)cc1	COC(=O)CCCc1ccc(I)cc1	c1ccccc1	validation
COCCO.O=C(O)c1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)cc1O	COCCOC(=O)c1ccc(NS(=O)(=O)c2cc(Cl)sc2Cl)cc1O	O=S(=O)(Nc1ccccc1)c1ccsc1	holdout
CCCCCC1CCC(C(=O)O)CC1.O=C(/C=C/c1ccc(O)cc1)OCCCCCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	CCCCCC1CCC(C(=O)Oc2ccc(/C=C/C(=O)OCCCCCCOC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)cc2)CC1	O=C(/C=C/c1ccc(OC(=O)C2CCCCC2)cc1)OCCCCCCOC(=O)c1ccccc1	validation
C=CCCc1ccc(CCc2ccc(O)cc2)cc1.CC[C@H](C)COc1ccc(C(=O)O)cc1F	C=CCCc1ccc(CCc2ccc(OC(=O)c3ccc(OC[C@@H](C)CC)c(F)c3)cc2)cc1	O=C(Oc1ccc(CCc2ccccc2)cc1)c1ccccc1	dev
CS(=O)(=O)Oc1cc(C(=O)O)ccc1OCc1ccccc1.[O-][n+]1cc(Cl)c(C[C@H](O)c2ccc(OC(F)F)c(OCC3CC3)c2)c(Cl)c1	CS(=O)(=O)Oc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OCc1ccccc1	O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1ccc(OCc2ccccc2)cc1	dev
CC(C)(C)OC(=O)NCCC(=O)O.CC(C)(N)CO	CC(C)(CO)NC(=O)CCNC(=O)OC(C)(C)C	CC(C)(CO)NC(=O)CCNC(=O)OC(C)(C)C	validation
CCCCCC1CC(C(=O)O)C1.CCCCCCOc1ccc(-c2ccc(O)c(F)c2)cc1F	CCCCCCOc1ccc(-c2ccc(OC(=O)C3CC(CCCCC)C3)c(F)c2)cc1F	O=C(Oc1ccc(-c2ccccc2)cc1)C1CCC1	dev
COc1ccc(C(=O)C(O)c2ccc(OC)cc2)cc1.O=C(O)CBr	COc1ccc(C(=O)C(OC(=O)CBr)c2ccc(OC)cc2)cc1	O=C(Cc1ccccc1)c1ccccc1	dev
CO.O=C(O)Cc1ccccc1[N+](=O)[O-]	COC(=O)Cc1ccccc1[N+](=O)[O-]	c1ccccc1	validation
COC(=O)N[C@H](C(=O)O)C(C)C.COC(=O)[C@@H]1C[C@@H](O)CN1	COC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)OC)C(C)C	C1CCNC1	holdout
CCOC(=O)C(CO)(C(=O)OCC)c1ccccc1.O=C(O)CN1CCC(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)CC1	CCOC(=O)C(COC(=O)CN1CCC(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)CC1)(C(=O)OCC)c1ccccc1	O=C(CN1CCC(NC(=O)c2ccccc2-c2ccccc2)CC1)OCCc1ccccc1	validation
CCC(=O)O.OCc1ccc(O)cc1	CCC(=O)OCc1ccc(O)cc1	c1ccccc1	validation
O=C(O)C1CCCCC1.O=S(=O)([O-])CCO	O=C(OCCS(=O)(=O)[O-])C1CCCCC1	C1CCCCC1	validation
CC(C)(C)CO.Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O	Cc1nc(NCCCc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)OCC(C)(C)C	O=C(NCCNC(=O)c1cccs1)c1cnc(NCCCc2ccccc2)nc1	validation
CCCCO.CS(=O)(=O)NC(=O)C[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)CCC(=O)O	CCCCOC(=O)CCC(=O)N[C@@H](CC(=O)NS(C)(=O)=O)Cc1ccc(-c2cccc(Cl)c2)cc1	c1ccc(-c2ccccc2)cc1	dev
CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)O.N#C[C@@H](O)c1cccc(Oc2ccccc2)c1	CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1	O=C(CNc1ccccc1)OCc1cccc(Oc2ccccc2)c1	dev
CCOC(=O)N[C@H](C(=O)O)C(C)C.COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(N)Cc1ccc(-c2cncs2)cc1)C(C)(C)C	CCOC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cncs2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)C	c1ccc(CCCCNCc2ccc(-c3cncs3)cc2)cc1	dev
CC(C)(C)OC(=O)NC1(C(=O)O)CC1.CC1CCC(C)C1O	CC1CCC(C)C1OC(=O)C1(NC(=O)OC(C)(C)C)CC1	O=C(OC1CCCC1)C1CC1	validation
COC(=O)c1ncccc1-c1ccc(Cl)c(C(=O)O)c1.NCC1(O)CCCCCC1	COC(=O)c1ncccc1-c1ccc(Cl)c(C(=O)NCC2(O)CCCCCC2)c1	O=C(NCC1CCCCCC1)c1cccc(-c2cccnc2)c1	validation
CC(C)(C)O.O=C(O)c1ccc(CBr)cc1	CC(C)(C)OC(=O)c1ccc(CBr)cc1	c1ccccc1	validation
COC(=O)[C@H](CN)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C.O=C(O)c1sccc1Cl	COC(=O)[C@H](CNC(=O)c1sccc1Cl)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C	O=C(NCCNC(=O)c1cccs1)c1cnc(NCCCc2ccccc2)nc1	validation
CC(C)(C)OC(=O)NCC(=O)O.Nc1ccc(CO)cc1	CC(C)(C)OC(=O)NCC(=O)Nc1ccc(CO)cc1	c1ccccc1	validation
CC1=[N+](CCCCCC(=O)O)c2ccc(Br)cc2C1(C)C.CCO	CCOC(=O)CCCCC[N+]1=C(C)C(C)(C)c2cc(Br)ccc21	C1=[NH+]c2ccccc2C1	dev
CCO.O=C(O)Cc1ccccc1	CCOC(=O)Cc1ccccc1	c1ccccc1	validation
CCC(Oc1ccc(F)cc1)C(=O)O.C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C	CCC(Oc1ccc(F)cc1)C(=O)O[C@H]1C[C@H](C(C)(C)C)C=C2C=C[C@H](C)[C@](CC[C@@H]3C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O3)(O[SiH](C)C)[C@H]21	O=C1CCC[C@@H](CCC2CC=CC3=CCC[C@H](OC(=O)COc4ccccc4)[C@@H]32)O1	holdout
O=C(O)c1[nH]c2ccccc2c1Nc1ccncc1.OCCN1CCCCC1	O=C(OCCN1CCCCC1)c1[nH]c2ccccc2c1Nc1ccncc1	O=C(OCCN1CCCCC1)c1[nH]c2ccccc2c1Nc1ccncc1	holdout
CCc1cccc(CNC[C@@H](O)[C@@H](N)Cc2cc(F)cc(F)c2)c1.COC(=O)CCc1cnc(-c2cccc(C(=O)O)c2)o1	CCc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(-c3ncc(CCC(=O)OC)o3)c2)c1	O=C(N[C@H](CCNCc1ccccc1)Cc1ccccc1)c1cccc(-c2ncco2)c1	holdout
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1.OCCBr	O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)OCCBr)c1ccc(Cl)cc1	O=C(NCCc1cc(=O)[nH]c2ccccc12)c1ccccc1	validation
CCC(Oc1ccc(C(C)(C)C)cc1)C(=O)O.C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C	CCC(Oc1ccc(C(C)(C)C)cc1)C(=O)O[C@H]1C[C@H](C(C)(C)C)C=C2C=C[C@H](C)[C@](CC[C@@H]3C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O3)(O[SiH](C)C)[C@H]21	O=C1CCC[C@@H](CCC2CC=CC3=CCC[C@H](OC(=O)COc4ccccc4)[C@@H]32)O1	holdout
CC(C)(C)OC(=O)N1CCNC[C@@H]1CCO.O=C(O)c1cccc2cccnc12	CC(C)(C)OC(=O)N1CCN(C(=O)c2cccc3cccnc23)C[C@@H]1CCO	O=C(c1cccc2cccnc12)N1CCNCC1	holdout
CCCCC(CC)CO.O=C(O)CNC(=O)c1ccccc1	CCCCC(CC)COC(=O)CNC(=O)c1ccccc1	c1ccccc1	validation
CCCC(C)(F)C(=O)O.CCCCOc1ccc(-c2ncc(-c3ccc(O)cc3)cn2)cc1	CCCCOc1ccc(-c2ncc(-c3ccc(OC(=O)C(C)(F)CCC)cc3)cn2)cc1	c1ccc(-c2cnc(-c3ccccc3)nc2)cc1	dev
CCCCCCCCCCCCC(=O)O.COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1	CCCCCCCCCCCCC(=O)OC1(C(CN(C)C)c2ccc(OC)cc2)CCCCC1	c1ccc(CC2CCCCC2)cc1	holdout
C=CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(CC)CC.O=C(O)CCCN1CCCCC1	C=CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc(C(C)C(C)CCCCC)cc1OC2(CC)CC	O=C(CCCN1CCCCC1)Oc1cccc2c1C1=C(CCNC1)CO2	validation
CCOC(=O)N1CCc2c(oc3c(OC)ccc(C(=O)O)c23)C1.O=[N+]([O-])c1ccc(O)cc1	CCOC(=O)N1CCc2c(oc3c(OC)ccc(C(=O)Oc4ccc([N+](=O)[O-])cc4)c23)C1	O=C(Oc1ccccc1)c1cccc2oc3c(c12)CCNC3	dev
CC(C)Cc1ccc(C(C)C(=O)O)cc1.Cc1ccc(CO)cc1	Cc1ccc(COC(=O)C(C)c2ccc(CC(C)C)cc2)cc1	O=C(Cc1ccccc1)OCc1ccccc1	dev
CO.O=C(O)C1Oc2ccccc2C2(CC2)c2ccccc2O1	COC(=O)C1Oc2ccccc2C2(CC2)c2ccccc2O1	c1ccc2c(c1)OCOc1ccccc1C21CC1	dev
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2O)cc1.O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1	COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)cc1	O=C(O[C@H]1C(=O)Nc2ccccc2S[C@H]1c1ccccc1)c1ccccc1	holdout
CO.O=C(O)c1ccc(O)cn1	COC(=O)c1ccc(O)cn1	c1ccncc1	dev
CCN(CC)CCO.CS(=O)(=O)c1cc(CCC(=O)O)nc(-c2nc(=O)c3ccc(Cl)cc3s2)c1	CCN(CC)CCOC(=O)CCc1cc(S(C)(=O)=O)cc(-c2nc(=O)c3ccc(Cl)cc3s2)n1	O=c1nc(-c2ccccn2)sc2ccccc12	dev
CC1(c2ccccc2)OC(C(=O)O)=CC1=O.CO	COC(=O)C1=CC(=O)C(C)(c2ccccc2)O1	O=C1C=COC1c1ccccc1	holdout
O=C(O)c1cccnc1.O=C(c1ccccc1)c1cc(Cl)ccc1O	O=C(Oc1ccc(Cl)cc1C(=O)c1ccccc1)c1cccnc1	O=C(Oc1ccccc1C(=O)c1ccccc1)c1cccnc1	dev
CCO.O=C(O)c1cc(F)cc(Br)c1	CCOC(=O)c1cc(F)cc(Br)c1	c1ccccc1	validation
CC(C)(C)OC(=O)N1[C@@H](c2c[nH]c3c(N=[N+]=[N-])ncnc23)[C@@H]2OC(C)(C)O[C@@H]2[C@@H]1CO.CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O	CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)OC[C@@H]1[C@H]2OC(C)(C)O[C@H]2[C@H](c2c[nH]c3c(N=[N+]=[N-])ncnc23)N1C(=O)OC(C)(C)C	c1ncc2[nH]cc([C@@H]3NC[C@H]4OCO[C@H]43)c2n1	dev
CCCC(C)(c1ccccc1)c1cc(O)c2c(c1)OC(C)(C)C1=C2CCC1.O=C(O)CCCN1CCOCC1	CCCC(C)(c1ccccc1)c1cc(OC(=O)CCCN2CCOCC2)c2c(c1)OC(C)(C)C1=C2CCC1	O=C(CCCN1CCOCC1)Oc1cc(Cc2ccccc2)cc2c1C1=C(CCC1)CO2	validation
CCC(O)COC.O=C(O)c1ccc(NS(=O)(=O)c2cc(-c3ccccc3)c(Cl)s2)cc1O	CCC(COC)OC(=O)c1ccc(NS(=O)(=O)c2cc(-c3ccccc3)c(Cl)s2)cc1O	O=S(=O)(Nc1ccccc1)c1cc(-c2ccccc2)cs1	holdout
CC(C)(C(=O)O)c1ccc(OCc2ccccc2)cc1.CCO	CCOC(=O)C(C)(C)c1ccc(OCc2ccccc2)cc1	c1ccc(COc2ccccc2)cc1	dev
CN1CCN(CCN(c2cc(C(=O)O)ccc2C(F)(F)F)S(C)(=O)=O)CC1.[O-][n+]1cc(Cl)c(C[C@H](O)c2ccc(OC(F)F)c(OCC3CC3)c2)c(Cl)c1	CN1CCN(CCN(c2cc(C(=O)O[C@@H](Cc3c(Cl)c[n+]([O-])cc3Cl)c3ccc(OC(F)F)c(OCC4CC4)c3)ccc2C(F)(F)F)S(C)(=O)=O)CC1	O=C(O[C@@H](Cc1cc[nH+]cc1)c1cccc(OCC2CC2)c1)c1cccc(NCCN2CCNCC2)c1	dev
CC(C)(C)OC(=O)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nc1C(=O)O.NCC(O)c1ccccc1	CC(C)(C)OC(=O)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nc1C(=O)NCC(O)c1ccccc1	O=C(NCCc1ccccc1)c1cnc(-c2ccccc2)c(-c2ccccc2)n1	dev
CC(C)(C)OC(=O)NCC(=O)O.COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C[C@@H](C)O)n(-c5ccccc5)c4=O)cc3F)c2cc1OC	COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C[C@@H](C)OC(=O)CNC(=O)OC(C)(C)C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC	O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)c1c[nH]n(-c2ccccc2)c1=O	dev
CCOC(=O)C[C@@H](NC(=O)CN)c1cc(C)cc(C)c1O.O=C(O)c1cc(NC2=NCC(F)CN2)cc([N+](=O)[O-])c1	CCOC(=O)C[C@@H](NC(=O)CNC(=O)c1cc(NC2=NCC(F)CN2)cc([N+](=O)[O-])c1)c1cc(C)cc(C)c1O	O=C(CNC(=O)c1cccc(NC2=NCCCN2)c1)NCc1ccccc1	dev
CCO.O=C(O)c1ccc2c(c1)C(=O)CC(c1ccccc1)=N2	CCOC(=O)c1ccc2c(c1)C(=O)CC(c1ccccc1)=N2	O=C1CC(c2ccccc2)=Nc2ccccc21	holdout
CCO.COc1ccc(C(=O)O)cc1N	CCOC(=O)c1ccc(OC)c(N)c1	c1ccccc1	validation
C[C@@H](C(=O)O)N(C)C(=O)OC(C)(C)C.N[C@H](C(=O)N1C[C@H]2C[C@@H](O)CN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCC(F)(F)CC1	C[C@@H](C(=O)N[C@H](C(=O)N1C[C@H]2C[C@@H](O)CN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCC(F)(F)CC1)N(C)C(=O)OC(C)(C)C	O=C(N[C@@H]1CCOc2ccccc21)[C@@H]1CN2CCC[C@@H]2CN1C(=O)CC1CCCCC1	holdout
CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)c(F)c1.OCC(O)CI	CCCCCCCCCCCCCCCCNc1ccc(C(=O)OCC(O)CO)c(F)c1	c1ccccc1	validation
O=C(O)Cc1cccc2ccccc12.OCCOCCO	O=C(Cc1cccc2ccccc12)OCCOCCO	c1ccc2ccccc2c1	validation
CCCCCC1CCC(C2CCC(C(=O)O)CC2)CC1.OCCCBr	CCCCCC1CCC(C2CCC(C(=O)OCCCBr)CC2)CC1	C1CCC(C2CCCCC2)CC1	holdout
