row_index	kind	split	category	ambiguous_site	reactants	product	detail
350	esterification	validation	representation_or_normalization_failure	false	COC(=O)[C@@H](N)[C@@H](C)O.C[C@H](O)C#CC#Cc1ccc(C(=O)O)cc1	COC(=O)[C@@H](NC(=O)c1ccc(C#CC#C[C@H](C)O)cc1)[C@@H](C)O	reactant 'COC(=O)[C@@H](N)[C@@H](C)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
351	esterification	validation	validity_or_conservation_failure	true	CO.COc1ccccc1Oc1c(NS(=O)(=O)C=Cc2ccc(C(=O)O)cc2)nc(-c2ncccn2)nc1OC	COC(=O)c1ccc(C=CS(=O)(=O)Nc2nc(-c3ncccn3)nc(OC)c2Oc2ccccc2OC)cc1	atom 12 has element S outside the allowed set ["H", "C", "N", "O", "F"]
352	esterification	dev	validity_or_conservation_failure	false	CO.O=C(O)c1ccc(Cl)c(Cl)c1Sc1ccccc1	COC(=O)c1ccc(Cl)c(Cl)c1Sc1ccccc1	atom 7 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
353	esterification	validation	certified_exact_transformation	false	CC(=O)Oc1ccc(C(=O)O)c(F)c1.CCCC(C)O	CCCC(C)OC(=O)c1ccc(OC(C)=O)cc1F	certified
354	esterification	validation	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](O)C1.CCc1[nH]c(C(=O)O)nc1Cl	CCc1[nH]c(C(=O)N[C@@H]2CCN(C(=O)OC(C)(C)C)C[C@H]2O)nc1Cl	reactant 'CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](O)C1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
355	esterification	validation	validity_or_conservation_failure	false	Cc1cc(=O)c(C(=O)O)nn1-c1ccc(Cl)cc1.Oc1ccccc1	Cc1cc(=O)c(C(=O)Oc2ccccc2)nn1-c1ccc(Cl)cc1	atom 15 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
356	esterification	validation	validity_or_conservation_failure	false	O=C(O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc2c(c1)OCO2.OCc1ccncc1	O=C(OCc1ccncc1)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc2c(c1)OCO2	atom 14 has element Br outside the allowed set ["H", "C", "N", "O", "F"]
357	esterification	dev	resource_bounded_uncertainty	true	CCC(CC)C(=O)O.COc1cc(OCCO)c(F)c(C(Nc2ccc(C(N)=NC(=O)OCC(C)(C)C)cc2)c2nc(OCCl)n(-c3ncccn3)n2)c1	CCC(CC)C(=O)OCOc1nc(C(Nc2ccc(C(N)=NC(=O)OCC(C)(C)C)cc2)c2cc(OC)cc(OCCO)c2F)nn1-c1ncccn1	amidation: unable to verify
358	esterification	validation	certified_exact_transformation	false	CO.O=C(O)C=Cc1ccccc1	COC(=O)C=Cc1ccccc1	certified
359	esterification	validation	certified_exact_transformation	false	CN(C)CCO.[N-]=[N+]=Nc1ccc(C=CC(=O)O)cc1	CN(C)CCOC(=O)C=Cc1ccc(N=[N+]=[N-])cc1	certified
360	esterification	validation	policy_or_hazard_rejection	true	NCC(=O)CCC(=O)O.O=[N+]([O-])c1cccc(CO)c1	NCC(=O)CCC(=O)OCc1cccc([N+](=O)[O-])c1	reactant flagged by hazard heuristics: HazardScore { nitro_count: 1, nitro_density: 0.09090909090909091, peroxide_count: 0, unsaturation_ratio: 0.45454545454545453 }
361	esterification	dev	certified_exact_transformation	true	CN(C)N=CNc1ccc(C(=O)O)cc1.N=C(N)c1ccc2c(CC(N)=O)c(O)ccc2c1	CN(C)N=CNc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2CC(N)=O)cc1	certified
362	esterification	validation	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](O)C1.COc1cc(-c2ncnc3c(C(=O)O)c(C)n(COCC[Si](C)(C)C)c23)c(OCC2CC2)cc1F	COc1cc(-c2ncnc3c(C(=O)N[C@@H]4CCN(C(=O)OC(C)(C)C)C[C@H]4O)c(C)n(COCC[Si](C)(C)C)c23)c(OCC2CC2)cc1F	reactant 'CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](O)C1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
363	esterification	holdout	representation_or_normalization_failure	false	CC(C)C[C@H](N)CO.O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1	CC(C)C[C@@H](CO)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1	reactant 'CC(C)C[C@H](N)CO' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
364	esterification	validation	validity_or_conservation_failure	true	CCO.Nc1ccc(Br)cc1C(=O)O	CCOC(=O)c1cc(Br)ccc1N	atom 5 has element Br outside the allowed set ["H", "C", "N", "O", "F"]
365	esterification	dev	representation_or_normalization_failure	false	O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12.OCCCI	O=C1NC2CSC(CCCCC(=O)OCCCI)C2N1	reactant 'O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
366	esterification	holdout	representation_or_normalization_failure	false	CCC(Oc1ccc(C)cc1C)C(=O)O.C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C	CCC(Oc1ccc(C)cc1C)C(=O)O[C@H]1C[C@H](C(C)(C)C)C=C2C=C[C@H](C)[C@](CC[C@@H]3C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O3)(O[SiH](C)C)[C@H]21	reactant 'C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
367	esterification	dev	representation_or_normalization_failure	false	CCCN(CCC)C(=O)CCCC(=O)O.COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1	CCCN(CCC)C(=O)CCCC(=O)O[C@@]1(C#Cc2cccc(C)c2)CCC[C@@H]2[C@H]1CCN2C(=O)OC	reactant 'COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
368	esterification	holdout	certified_exact_transformation	false	CCO.O=C(O)CCc1c[nH]c2ccccc12	CCOC(=O)CCc1c[nH]c2ccccc12	certified
369	esterification	dev	policy_or_hazard_rejection	false	O=C(O)C=Cc1ccc([N+](=O)[O-])cc1.Oc1ccccc1	O=C(C=Cc1ccc([N+](=O)[O-])cc1)Oc1ccccc1	reactant flagged by hazard heuristics: HazardScore { nitro_count: 1, nitro_density: 0.07142857142857142, peroxide_count: 0, unsaturation_ratio: 0.5 }
370	esterification	dev	representation_or_normalization_failure	false	N=C(N)NC[C@H]1CC[C@H](C(=O)O)CC1.Oc1ccc2ccccc2c1	N=C(N)NC[C@H]1CC[C@H](C(=O)Oc2ccc3ccccc3c2)CC1	reactant 'N=C(N)NC[C@H]1CC[C@H](C(=O)O)CC1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
371	esterification	dev	representation_or_normalization_failure	false	CC(=CC(=O)O)c1ccc(O)cc1O.OCCc1ccccc1	C/C(=C\C(=O)OCCc1ccccc1)c1ccc(O)cc1O	declared product 'C/C(=C\C(=O)OCCc1ccccc1)c1ccc(O)cc1O' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
372	esterification	holdout	certified_exact_transformation	true	Cc1nc(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)ccc1C(=O)O.NC(CO)CO	Cc1nc(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)ccc1C(=O)NC(CO)CO	certified
373	esterification	validation	certified_exact_transformation	true	CO.O=C(O)CC(c1cccc(O)c1)C1CC1	COC(=O)CC(c1cccc(O)c1)C1CC1	certified
374	esterification	dev	validity_or_conservation_failure	false	CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O.OCCCCCl	CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)OCCCCCl	atom 12 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
375	esterification	holdout	structurally_shaped_wrong_transformation	true	CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCNCC3)cc21.O=C1OC(O)c2ccccc21	CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCN(C4OC(=O)c5ccccc54)CC3)cc21	computed=C24H22ClN3O5 (via esterification) declared=C24H22ClN3O5 -- tried: esterification
376	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)O.OC1CCCC1	CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)OC1CCCC1	reactant 'CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
377	esterification	holdout	representation_or_normalization_failure	false	O=C(O)c1ccc([N+](=O)[O-])cc1.O=C1COC[C@H]([C@H](O)c2ccccc2)N1	O=C1COC[C@H]([C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc2)N1	reactant 'O=C1COC[C@H]([C@H](O)c2ccccc2)N1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
378	esterification	dev	certified_exact_transformation	true	CO.O=C(O)c1cccc(Cc2ccccc2)c1O	COC(=O)c1cccc(Cc2ccccc2)c1O	certified
379	esterification	holdout	certified_exact_transformation	true	COC(=O)c1c(O)ccc2cc(C(=N)N)ccc12.O=C(O)c1ccc(NC2=NCCN2)cc1	COC(=O)c1c(OC(=O)c2ccc(NC3=NCCN3)cc2)ccc2cc(C(=N)N)ccc12	certified
380	esterification	dev	certified_exact_transformation	false	CCCCN1CCC(CO)CC1.O=C(O)c1c[nH]c2ccc(F)cc12	CCCCN1CCC(COC(=O)c2c[nH]c3ccc(F)cc23)CC1	certified
381	esterification	holdout	representation_or_normalization_failure	false	CC(C)C(N)C(O)C(F)(F)F.C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O	CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(O)C(F)(F)F	reactant 'C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
382	esterification	validation	representation_or_normalization_failure	false	C[C@@H](O)C[C@@H](C)O.O=C(O)c1ccccc1	C[C@@H](C[C@@H](C)O)OC(=O)c1ccccc1	reactant 'C[C@@H](O)C[C@@H](C)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
383	esterification	validation	representation_or_normalization_failure	false	C=C(C)[C@@H]1CC[C@]2(c3nnc(-c4ccccc4)o3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COC(=O)C[C@@H]1[C@H](C(=O)O)C1(C)C	C=C(C)[C@@H]1CC[C@]2(c3nnc(-c4ccccc4)o3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H]6[C@@H](CC(=O)OC)C6(C)C)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	reactant 'C=C(C)[C@@H]1CC[C@]2(c3nnc(-c4ccccc4)o3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
384	esterification	validation	certified_exact_transformation	true	CO.Nc1ccc(C(=O)O)c(O)c1	COC(=O)c1ccc(N)cc1O	certified
385	esterification	validation	certified_exact_transformation	true	COCCO.NC(CC(=O)O)c1ccccc1	COCCOC(=O)CC(N)c1ccccc1	certified
386	esterification	validation	validity_or_conservation_failure	false	CC(=O)Nc1nc(C(=O)O)cs1.CC(C)(C)OC(=O)NNC(=O)OCCc1ccc(O)cc1	CC(=O)Nc1nc(C(=O)Oc2ccc(CCOC(=O)NNC(=O)OC(C)(C)C)cc2)cs1	atom 11 has element S outside the allowed set ["H", "C", "N", "O", "F"]
387	esterification	dev	representation_or_normalization_failure	false	C=CCN(CC=C)Cc1ccc([C@H]2CC[C@H](O)CC2)cc1.O=C(O)Cc1ccc(Cl)cc1	C=CCN(CC=C)Cc1ccc([C@H]2CC[C@H](OC(=O)Cc3ccc(Cl)cc3)CC2)cc1	reactant 'C=CCN(CC=C)Cc1ccc([C@H]2CC[C@H](O)CC2)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
388	esterification	validation	representation_or_normalization_failure	false	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=NO.O=C(O)COc1ccccc1	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)COc5ccccc5)CC[C@@]43C)[C@@H]1CCC2=NO	reactant 'C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=NO' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
389	esterification	validation	representation_or_normalization_failure	false	COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OC(C)(C)C)C[C@@H](OCC(=O)O)[C@@H]3c3ccc(OCCCOc4ccccc4Cl)cc3)cc21.NCCO	COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OC(C)(C)C)C[C@@H](OCC(=O)NCCO)[C@@H]3c3ccc(OCCCOc4ccccc4Cl)cc3)cc21	reactant 'COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OC(C)(C)C)C[C@@H](OCC(=O)O)[C@@H]3c3ccc(OCCCOc4ccccc4Cl)cc3)cc21' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
390	esterification	holdout	validity_or_conservation_failure	false	Cc1ccc(S(=O)(=O)CCO)cc1.O=C(O)c1cccc(S(=O)(=O)Cl)c1	Cc1ccc(S(=O)(=O)CCOC(=O)c2cccc(S(=O)(=O)Cl)c2)cc1	atom 5 has element S outside the allowed set ["H", "C", "N", "O", "F"]
391	esterification	dev	representation_or_normalization_failure	false	COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1.O=C(O)c1ccncc1	COC(=O)N1CC[C@@H]2[C@H]1CCC[C@]2(C#Cc1cccc(C)c1)OC(=O)c1ccncc1	reactant 'COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
392	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@@H](N)Cc1ccccc1.NS(=O)(=O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)O	CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCS(N)(=O)=O)NC(=O)OCc1ccccc1	reactant 'CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@@H](N)Cc1ccccc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
393	esterification	validation	representation_or_normalization_failure	false	CN1Cc2c(C(=O)O)ncn2-c2cccc(Cl)c2C1=O.COC(=O)[C@@H](N)CO	COC(=O)[C@H](CO)NC(=O)c1ncn2c1CN(C)C(=O)c1c(Cl)cccc1-2	reactant 'COC(=O)[C@@H](N)CO' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
394	esterification	dev	validity_or_conservation_failure	false	CC(C=CCO)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1.NC(=O)c1ccc(C(=O)O)cc1	CC(C=CCOC(=O)c1ccc(C(N)=O)cc1)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1	atom 18 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
395	esterification	dev	representation_or_normalization_failure	false	O=C(O)CC[C@@H](C(=O)OCc1ccccc1)n1c2ccccc2c2ccccc21.OCCO	O=C(CC[C@@H](C(=O)OCc1ccccc1)n1c2ccccc2c2ccccc21)OCCO	reactant 'O=C(O)CC[C@@H](C(=O)OCc1ccccc1)n1c2ccccc2c2ccccc21' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
396	esterification	dev	certified_exact_transformation	true	CCO.O=C(O)c1ccc(-c2ccc(O)cc2)cc1	CCOC(=O)c1ccc(-c2ccc(O)cc2)cc1	certified
397	esterification	dev	representation_or_normalization_failure	false	CC(=O)O.COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2O)cc1	COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1	reactant 'COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2O)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
398	esterification	validation	validity_or_conservation_failure	false	CCO.O=C(O)c1cc(Cl)ccc1Br	CCOC(=O)c1cc(Cl)ccc1Br	atom 6 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
399	esterification	validation	validity_or_conservation_failure	false	C#CCO.Cc1ccc(OC(C)C(=O)O)cc1-c1nsc2ccc(-n3c(=O)cc(C(F)(F)F)n(C)c3=O)cc12	C#CCOC(=O)C(C)Oc1ccc(C)c(-c2nsc3ccc(-n4c(=O)cc(C(F)(F)F)n(C)c4=O)cc23)c1	atom 15 has element S outside the allowed set ["H", "C", "N", "O", "F"]
400	esterification	holdout	representation_or_normalization_failure	false	CCC(Oc1ccccc1F)C(=O)O.C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C	CCC(Oc1ccccc1F)C(=O)O[C@H]1C[C@H](C(C)(C)C)C=C2C=C[C@H](C)[C@](CC[C@@H]3C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O3)(O[SiH](C)C)[C@H]21	reactant 'C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
401	esterification	holdout	representation_or_normalization_failure	false	COC(=O)[C@@H](N)CO.O=C(O)C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])cc2F)CC1	COC(=O)C(CO)NC(=O)C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])cc2F)CC1	reactant 'COC(=O)[C@@H](N)CO' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
402	esterification	validation	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@@H]1O.O=C(O)c1ccc([N+](=O)[O-])cc1	CC(C)(C)OC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@H]1OC(=O)c1ccc([N+](=O)[O-])cc1	reactant 'CC(C)(C)OC(=O)N[C@@H]1CN(Cc2ccccc2)C[C@@H]1O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
403	esterification	holdout	validity_or_conservation_failure	false	CCCCCc1ccc(Br)c(O)c1F.Cc1ccc(Br)c(C(=O)O)c1F	CCCCCc1ccc(Br)c(OC(=O)c2c(Br)ccc(C)c2F)c1F	atom 9 has element Br outside the allowed set ["H", "C", "N", "O", "F"]
404	esterification	holdout	representation_or_normalization_failure	false	CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1CO.O=C(O)c1ccc([N+](=O)[O-])cc1	CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1COC(=O)c1ccc([N+](=O)[O-])cc1	reactant 'CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1CO' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
405	esterification	dev	certified_exact_transformation	true	CCCCCNc1nc(N)nc(C)c1Cc1ccc(CC(=O)O)cc1.CN(C)CCCCO	CCCCCNc1nc(N)nc(C)c1Cc1ccc(CC(=O)OCCCCN(C)C)cc1	certified
406	esterification	dev	validity_or_conservation_failure	false	CCOCCOc1ncc2cc(C(=O)Nc3cc(C(=O)O)ccc3Cl)c(=O)[nH]c2n1.CO	CCOCCOc1ncc2cc(C(=O)Nc3cc(C(=O)OC)ccc3Cl)c(=O)[nH]c2n1	atom 24 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
407	esterification	dev	validity_or_conservation_failure	true	CC(C)(C)OC(=O)N1CCC(=C(Br)c2ccc(C(=O)O)cc2)CC1.CNCCO	CN(CCO)C(=O)c1ccc(C(Br)=C2CCN(C(=O)OC(C)(C)C)CC2)cc1	atom 12 has element Br outside the allowed set ["H", "C", "N", "O", "F"]
408	esterification	validation	validity_or_conservation_failure	true	CCCC(O)CS(=O)(=O)NC(C)(C)C.O=C(O)c1ccccc1	CCCC(CS(=O)(=O)NC(C)(C)C)OC(=O)c1ccccc1	atom 6 has element S outside the allowed set ["H", "C", "N", "O", "F"]
409	esterification	dev	representation_or_normalization_failure	false	CC(C)(C)OC(=O)COc1cc(C(=O)O)ccc1Cl.Cc1c(OC2CCN(C[C@H](O)CN)CC2)ccc(Cl)c1Cl	Cc1c(OC2CCN(C[C@H](O)CNC(=O)c3ccc(Cl)c(OCC(=O)OC(C)(C)C)c3)CC2)ccc(Cl)c1Cl	reactant 'Cc1c(OC2CCN(C[C@H](O)CN)CC2)ccc(Cl)c1Cl' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
410	esterification	dev	representation_or_normalization_failure	false	CCCCCCCC[C@H]1CO[C@H](c2ccc(O)cc2)O[C@@H]1C.CCCC[C@H](F)C(=O)O	CCCCCCCC[C@H]1CO[C@H](c2ccc(OC(=O)[C@@H](F)CCCC)cc2)O[C@@H]1C	reactant 'CCCCCCCC[C@H]1CO[C@H](c2ccc(O)cc2)O[C@@H]1C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
411	esterification	dev	certified_exact_transformation	false	CO.O=C(O)Cc1cc2ccccc2o1	COC(=O)Cc1cc2ccccc2o1	certified
412	esterification	holdout	resource_bounded_uncertainty	true	C=CCOC(=O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br.OC1CCCCC1	C=CCOC(=O)COc1c(C(=O)OC2CCCCC2)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br	esterification: unable to verify
413	esterification	validation	certified_exact_transformation	false	C#CCO.O=C(O)C1CCCCC1	C#CCOC(=O)C1CCCCC1	certified
414	esterification	validation	representation_or_normalization_failure	false	CC(C)C[C@H](N)C(O)C(=O)OC(C)C.C[C@H](NC(=O)OCc1ccccc1)C(=O)O	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(O)C(=O)OC(C)C	reactant 'CC(C)C[C@H](N)C(O)C(=O)OC(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
415	esterification	dev	validity_or_conservation_failure	false	CCO.O=C(O)Cn1c(=O)[nH]c(=O)c2ccc(Cl)cc21	CCOC(=O)Cn1c(=O)[nH]c(=O)c2ccc(Cl)cc21	atom 14 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
416	esterification	validation	validity_or_conservation_failure	false	CCCO.O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1	CCCOC(=O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1	atom 10 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
417	esterification	dev	validity_or_conservation_failure	false	CO.O=C(O)CCC(c1cccc(Cl)c1)C1(Br)C(=O)Nc2cc(Cl)ccc21	COC(=O)CCC(c1cccc(Cl)c1)C1(Br)C(=O)Nc2cc(Cl)ccc21	atom 11 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
418	esterification	holdout	validity_or_conservation_failure	false	CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1.OCC1CC1	CC(C)N1CCC(NC(=O)c2nc3c(C(=O)OCC4CC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1	atom 30 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
419	esterification	validation	representation_or_normalization_failure	false	C#CC(O)c1cccc(Oc2ccccc2)c1.CC1(C)[C@@H](/C=C\C(=O)OCC(F)F)[C@H]1C(=O)O	C#C[C@@H](OC(=O)[C@@H]1[C@H](/C=C\C(=O)OCC(F)F)C1(C)C)c1cccc(Oc2ccccc2)c1	reactant 'CC1(C)[C@@H](/C=C\C(=O)OCC(F)F)[C@H]1C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
420	esterification	dev	validity_or_conservation_failure	false	CCCO.CS(=O)(=O)c1cc(CCC(=O)O)nc(-c2nc(=O)c3ccc(Cl)cc3s2)c1	CCCOC(=O)CCc1cc(S(C)(=O)=O)cc(-c2nc(=O)c3ccc(Cl)cc3s2)n1	atom 1 has element S outside the allowed set ["H", "C", "N", "O", "F"]
421	esterification	holdout	representation_or_normalization_failure	false	CN(c1ccccc1)C(C(=O)O)c1ccccc1.O[C@H]1CN2CCC1CC2	CN(c1ccccc1)C(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1	reactant 'O[C@H]1CN2CCC1CC2' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
